Quality	#1 ID	#2 ID	#1 String	#2 String
1	2015140	2014900	smallpox threat public health vaccination tool smallpox preparedness strom said	smallpox threat nation health vaccination tool preparedness introductory statement say
1	1449187	1449290	mr abbas said every day without agreement opportunity lost	palestinian counterpart mahmoud abbas replied every day without agreement opportunity lost
1	1988626	1988386	remain hopeful city agree work u engage goodfaith discussion issue	alhart said governor remains hopeful city continue work u engage goodfaith discussion
1	844524	844667	later day standoff developed french soldier hema battlewagon attempted pas un compound	french soldier later threatened open fire hema battlewagon tried pas near un compound
1	1860173	1860195	action bush administration threatens give bad name war lieberman said	action bush administration threatens give bad name war connecticut democrat told capitol hill news conference
0	3050444	3050380	gillette share rose 145 45 percent 3395 afternoon new york stock exchange trading	share gillette closed 45 cent 3370 trading wednesday new york stock exchange
0	1199589	1200000	even without call center request company using handset option must 95 percent customer using technology end 2005	choose handset option must 95 percent customer using technology end 2005
1	1609290	1609098	ong kong july 9 ten thousand demonstrator gathered tonight legislature building call free election resignation hong kongs leader	ten thousand demonstrator gathered yesterday evening stand city legislature building call free election resignation hong kongs leader
1	2746028	2746125	120 potential juror asked complete lengthy questionnaire	juror taken courtroom group 40 asked fill questionnaire
0	2874608	2874685	microsoft fell 5 percent open 2745 thursday close 2891	share microsoft slipped 47 percent afterhours trade 2754 nasdaq close 2891
0	221078	221002	u airway ordered 85 bombardier jet 50 seat 75 seat 85 embraer jet 70 seat said release	bombardier embraer deliver 85 jet september 2006 u airway said release
1	1917187	1917262	acquisition approved company board director expected close third quarter year	nvidias acquisition approved director company expected close nvidias third quarter fiscal 2004
1	1102668	1102548	39yearold luster initially gave police false name later revealed true identity	barrera said luster gave police false name immediately arrest wednesday later revealed true identity
0	2115214	2115266	statement distributed friday 28 chechen nongovernmental organization said would boycott vote	statement distributed today 28 chechen nongovernmental organisation said would boycott vote warned voter expect fraud
1	374264	374624	company wont drug could prescribed medicaid patient state sayso	company wont drug could prescribed medicaid patient state sayso
1	1597193	1597119	saddam loyalist blamed sabotaging nation infrastructure well frequent attack u soldier	hussein loyalist blamed sabotaging nation infrastructure attacking u soldier
0	199754	200007	huge black eye said new york time company chairman arthur sulzberger	huge black eye said publisher arthur ochs sulzberger jr whose family controlled paper since 1896
1	1469800	1469789	singer brandy husband robert smith called quits	brandy husband splitrnb star brandy robert smith husband two year split
1	2206809	2206624	told murray fresh air going fast	fresh air going fast screamed murray
1	1970041	1969914	president campaign 2000 set standard disclosure political fund raising campaign 2004 bush campaign spokesman dan ronayne said	president campaign 2000 set standard disclosure political fund raising campaign 2004 said dan ronayne campaign spokesman
1	20917	20853	april 11 mayor bart peterson said inconceivable airline would resume operation base employed 1500 worker including 1100 mechanic	april 11 mayor bart peterson conceded facility fate inevitable quashing hope airline 1500 local worker including 1100 mechanic
0	1837647	1837204	dotson arrested monday native maryland charged murder	dotson 21 subsequently charged dennehys murder
1	2758944	2758975	closest living relative family frog called sooglossidae found seychelles indian ocean	closest relative found seychelles archipelago near madagascar indian ocean
1	375678	375561	another serious condition northwest medical center springdale	northwest medical center washington county springdale one child serious condition
1	1122033	1122090	exception dancing physical activity decrease risk	dancing physical activity associated lower risk dementia
